chr14	18926360	18995333
chr14	20429401	20494434
chr14	21261975	21517196
chr14	21363511	22089448
chr14	23982017	24041243
chr14	24351143	24588935
chr14	25984928	26136800
chr14	29115437	29466650
chr14	30098127	30158797
chr14	30161271	30274769
chr14	30432760	30565340
chr14	30564643	30624759
chr14	30639074	30746440
chr14	30831556	30927932
chr14	31100428	31399259
chr14	31615939	31698685
chr14	31868273	32372018
chr14	32478209	33340702
chr14	34100368	34169066
chr14	34291687	34414604
chr14	34661526	34813248
chr14	35077308	35348183
chr14	35365347	35410920
chr14	36218828	36711616
chr14	36736906	37085011
chr14	37150206	37580398
chr14	38288293	38487226
chr14	38570873	38642188
chr14	38804246	38890335
chr14	41147093	41443499
chr14	44501165	44547096
chr14	44501165	44613384
chr14	46379044	46882145
chr14	46379044	47213703
chr14	49654811	49767751
chr14	49778901	49848697
chr14	49866469	49932392
chr14	49954992	50069126
chr14	50069766	50169141
chr14	50256230	50367589
chr14	50511730	50631797
chr14	51025604	51267194
chr14	51383701	51506268
chr14	51525942	51667191
chr14	51967058	52088963
chr14	52089708	52174181
chr14	52178354	52232169
chr14	52266647	52309232
chr14	52393742	52487387
chr14	52582490	52689750
chr14	54104386	54240339
chr14	54378473	54439292
chr14	54476691	54563557
chr14	54807831	54890082
chr14	55116677	55221055
chr14	55654845	55837784
chr14	56349653	56466574
chr14	57540560	57688600
chr14	57963906	58084596
chr14	58725151	58802634
chr14	58725151	58906224
chr14	59132446	59264184
chr14	59132446	59407310
chr14	59456183	59600030
chr14	59628397	59705604
chr14	60271222	60505151
chr14	60858267	61087451
chr14	61107010	61195149
chr14	61532293	61638180
chr14	62243697	62581708
chr14	62248710	62638337
chr14	62740897	62828312
chr14	62911107	63079832
chr14	63133509	63177878
chr14	63389435	63497371
chr14	63389435	63762922
chr14	63763503	63830881
chr14	63763503	63875021
chr14	64523259	64599123
chr14	64947592	65279715
chr14	66043877	66595486
chr14	66043877	66718278
chr14	66777773	66872289
chr14	67356261	68014563
chr14	67356261	68132367
chr14	67356261	68266688
chr14	68410792	68515709
chr14	68587394	68689502
chr14	68727998	68778825
chr14	68796667	68888213
chr14	69263371	69308475
chr14	69415895	69568836
chr14	69908626	69953515
chr14	70443874	70549288
chr14	70443874	70646623
chr14	71003654	71111556
chr14	71065781	71275873
chr14	71469585	72100407
chr14	72145494	72430594
chr14	72672931	72710665
chr14	72811670	72995039
chr14	73014944	73095404
chr14	73181454	73232947
chr14	73621251	73735491
chr14	74034638	74148787
chr14	75197373	75491175
chr14	75406357	75658553
chr14	75907478	76036961
chr14	77043022	77152863
chr14	77336226	77470047
chr14	77706680	79398574
chr14	79747514	79991563
chr14	80032576	80475637
chr14	80491621	80644581
chr14	80796752	80963501
chr14	87560646	87623441
chr14	87720998	87807008
chr14	87921494	87974557
chr14	88150955	88328910
chr14	88692276	88953127
chr14	88692276	89155234
chr14	89333221	89490620
chr14	89491998	89580861
chr14	89597860	89721948
chr14	90076684	90352514
chr14	90406922	90596746
chr14	90650163	90703818
chr14	90807419	90953874
chr14	91116870	91268166
chr14	91316278	91372436
chr14	91405507	91483788
chr14	91505613	91576139
chr14	91858677	92032349
chr14	92049877	92225087
chr14	92473011	92651980
chr14	92773648	92869138
chr14	92869317	93243442
chr14	93710401	93763935
chr14	94727617	94855955
chr14	95817347	95899431
chr14	95928200	96024866
chr14	96333436	96417704
chr14	99329497	99447674
chr14	99507903	99680326
chr14	99912523	100066393
chr14	101297951	101372662
chr14	101297951	101463830
chr14	101764930	101841284
chr14	101899130	102038570
chr14	102128985	102266666
chr14	102313568	102442381
chr14	102468468	102593495
chr14	102921523	103039919
chr14	103165277	103222321
chr14	103269840	103383680
chr14	103491772	103588757
chr14	104838214	104932054
chr14	105065300	106352275
