chr4	43226	146491
chr4	196398	239773
chr4	409223	457918
chr4	2043442	2200756
chr4	2241122	2312606
chr4	2935140	3012272
chr4	3046205	3215485
chr4	4400769	4470555
chr4	4471596	4594676
chr4	4594831	4763565
chr4	5104427	5553626
chr4	5615052	5761195
chr4	5763824	5866932
chr4	5873391	5940441
chr4	6106384	6247245
chr4	6253360	6290945
chr4	6835367	6916811
chr4	6962472	7085739
chr4	7245372	7795464
chr4	7811339	7924923
chr4	7811339	7992553
chr4	9436945	9632212
chr4	10142136	10267283
chr4	12978479	13095054
chr4	13265900	13541950
chr4	14082775	14498891
chr4	14520682	14612767
chr4	14950709	15056364
chr4	15389028	15436807
chr4	15578954	15686839
chr4	16112261	16206596
chr4	16112261	16509425
chr4	17242793	17392046
chr4	17453940	17632474
chr4	19864332	20229886
chr4	20339336	20493431
chr4	20339336	20594646
chr4	20339336	20914627
chr4	20339336	21155377
chr4	20339336	21308416
chr4	20339336	21559472
chr4	21998096	22126770
chr4	22303687	22430290
chr4	24418907	24523669
chr4	24437678	24590924
chr4	24771391	24811538
chr4	25930429	26042376
chr4	26194803	26365900
chr4	26471410	26636101
chr4	30331134	30753834
chr4	33574357	33717910
chr4	35626237	35751852
chr4	35838128	35921879
chr4	35959638	36023198
chr4	37131994	37269829
chr4	37268816	37364393
chr4	37569114	37817189
chr4	38545831	38621821
chr4	38644835	38710436
chr4	38860418	38903048
chr4	38893855	38953354
chr4	38965470	39044390
chr4	39376153	39457977
chr4	39500878	39655971
chr4	40120497	40326638
chr4	40510995	40711172
chr4	40510995	40911245
chr4	41057560	41317068
chr4	41687279	41784308
chr4	42109391	42353647
chr4	42590040	42727432
chr4	43871029	44145581
chr4	45732543	45820839
chr4	45946462	46086153
chr4	46431603	46606009
chr4	46728335	47123202
chr4	47290774	47534816
chr4	47763517	47831030
chr4	47832556	47966571
chr4	48194136	48477073
chr4	48683021	48758852
chr4	53155964	53220197
chr4	53433907	53926999
chr4	54020224	54119124
chr4	54020224	54213439
chr4	55993416	56106856
chr4	56117448	56153136
chr4	56509793	56594284
chr4	57592000	57671296
chr4	57670684	57766222
chr4	62281066	62483336
chr4	61749969	62620763
chr4	64826015	64957773
chr4	65872240	66217801
chr4	67965617	68016564
chr4	68020583	68093851
chr4	68165122	68249453
chr4	71789712	71874386
chr4	71986927	72061324
chr4	72339800	72557900
chr4	72271866	72656663
chr4	73116384	73232639
chr4	73365550	73653380
chr4	74159365	74307649
chr4	75207854	75387678
chr4	75529716	75709509
chr4	76077321	76194347
chr4	76720727	76774745
chr4	76868852	76954390
chr4	77453171	77547482
chr4	78297550	78573566
chr4	78651929	78752010
chr4	78853564	78959568
chr4	79002924	79092963
chr4	79198119	79586811
chr4	79691765	79750629
chr4	79916555	80019618
chr4	80336013	80439742
chr4	80632770	80716638
chr4	81045748	81211832
chr4	81475897	82103926
chr4	82228860	82345239
chr4	83624627	83702150
chr4	83769715	83938949
chr4	84065150	84151000
chr4	84676284	84746050
chr4	85108258	85439346
chr4	85723080	85789365
chr4	85949042	86037187
chr4	85809718	86106568
chr4	86615307	86862562
chr4	86615307	87112534
chr4	87156655	87239454
chr4	87259985	87360103
chr4	87156655	87494821
chr4	87156655	87593307
chr4	88075186	88232005
chr4	88301237	88360698
chr4	88476786	88531352
chr4	88613511	88669530
chr4	89147843	89217953
chr4	89230439	89371498
chr4	89425117	89471597
chr4	89518914	89583272
chr4	89732669	89797603
chr4	90129795	90197340
chr4	89908156	90251572
chr4	90384451	90448184
chr4	90865727	90975866
chr4	91267706	91453267
chr4	91375204	91922174
chr4	91789693	92270186
chr4	91267706	92742073
chr4	93444830	94912672
chr4	95347784	95431466
chr4	95592060	95728393
chr4	95898150	96295099
chr4	96308711	96689185
chr4	97450874	97504626
chr4	98699056	99283414
chr4	99401642	99532419
chr4	99401642	99582840
chr4	99612425	99798750
chr4	100135902	100202983
chr4	101538006	101658202
chr4	102163609	102487057
chr4	102560140	103214918
chr4	103641517	103757507
chr4	103771690	103901196
chr4	104025643	104160325
chr4	104160835	104217379
chr4	104730073	104860422
chr4	105631570	105816794
chr4	106287391	106383377
chr4	106693225	106772286
chr4	106849392	106964296
chr4	107186686	107388328
chr4	107186686	107456834
chr4	108062407	108176902
chr4	108754270	108860868
chr4	108965266	109051558
chr4	109678794	109761002
chr4	109951325	110150980
chr4	110190731	110442972
chr4	110488079	110555015
chr4	110574419	110681064
chr4	110700865	110828321
chr4	110881296	110942783
chr4	111053498	111152868
chr4	111189991	111339207
chr4	111616773	111702872
chr4	113437986	113525441
chr4	113958687	114473813
chr4	114593020	114902177
chr4	115040888	115120327
chr4	115968375	116254481
chr4	119174947	119396466
chr4	119421864	119493370
chr4	120029443	120173456
chr4	120634997	120767890
chr4	121835378	122063463
chr4	122469918	122521162
chr4	123519617	123570389
chr4	123759587	123829765
chr4	123967312	124038840
chr4	124063678	124169101
chr4	124063678	124455254
chr4	124914868	125006178
chr4	126457016	126632373
chr4	128773569	128857380
chr4	128871023	128914897
chr4	129061026	129106554
chr4	129105910	129149806
chr4	129247743	129319247
chr4	129568674	129659999
chr4	130024836	130112977
chr4	130920614	131095973
chr4	132898009	133056796
chr4	139168026	139271289
chr4	140198320	140280101
chr4	140242194	140317803
chr4	140442125	140531385
chr4	140806371	140844856
chr4	141592013	141638936
chr4	141761386	141896921
chr4	142006174	142274066
chr4	142777203	142874062
chr4	143169343	143571988
chr4	143169343	143986893
chr4	144477580	144610729
chr4	145052933	145123055
chr4	145136706	145281294
